message,level,source,method,time
 Sell Price 0.00422647
Buy Price  0.0041886,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_08_15
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_08_15
Thu Feb 19 15:08:15 UTC 2015 coinbase btc 237.67 USD 0.00422647 0.0041886 { feed : coinbase - price : 237.67}  { feed : bitcoinaverage - price : 238.01}  { feed : blockchain - price : 237.47}  { feed : btce - price : 233.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_08_15
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_09_44
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_11_19
 Sell Price 0.00421689
Buy Price  0.00417911,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_11_19
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_11_19
Thu Feb 19 15:11:19 UTC 2015 coinbase btc 238.21 USD 0.00421689 0.00417911 { feed : coinbase - price : 238.21}  { feed : bitcoinaverage - price : 237.91}  { feed : blockchain - price : 237.26}  { feed : btce - price : 232.954}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_11_19
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_12_45
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_13_20
 Sell Price 0.00420947
Buy Price  0.00417175,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_13_20
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_13_20
Thu Feb 19 15:13:20 UTC 2015 coinbase btc 238.63 USD 0.00420947 0.00417175 { feed : coinbase - price : 238.63}  { feed : bitcoinaverage - price : 237.67}  { feed : blockchain - price : 237.26}  { feed : btce - price : 233.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_13_20
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_14_21
 Sell Price 0.00421848
Buy Price  0.00418069,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_14_21
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_14_21
Thu Feb 19 15:14:21 UTC 2015 coinbase btc 238.12 USD 0.00421848 0.00418069 { feed : coinbase - price : 238.12}  { feed : bitcoinaverage - price : 237.98}  { feed : blockchain - price : 237.26}  { feed : btce - price : 233.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_14_21
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_15_23
 Sell Price 0.004213
Buy Price  0.00417525,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_15_23
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_15_23
Thu Feb 19 15:15:23 UTC 2015 coinbase btc 238.43 USD 0.004213 0.00417525 { feed : coinbase - price : 238.43}  { feed : bitcoinaverage - price : 237.98}  { feed : blockchain - price : 238.6}  { feed : btce - price : 233.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_15_23
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_15_46
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_16_24
 Sell Price 0.00420665
Buy Price  0.00416896,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_16_24
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_16_24
Thu Feb 19 15:16:24 UTC 2015 coinbase btc 238.79 USD 0.00420665 0.00416896 { feed : coinbase - price : 238.79}  { feed : bitcoinaverage - price : 238.02}  { feed : blockchain - price : 238.41}  { feed : btce - price : 233.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_16_24
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_18_47
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_21_51
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_22_31
 Sell Price 0.00419944
Buy Price  0.00416181,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_22_31
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_22_31
Thu Feb 19 15:22:31 UTC 2015 coinbase btc 239.2 USD 0.00419944 0.00416181 { feed : coinbase - price : 239.2}  { feed : bitcoinaverage - price : 238.48}  { feed : blockchain - price : 238.72}  { feed : btce - price : 233.808}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_22_31
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_24_49
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_25_33
 Sell Price 0.00420559
Buy Price  0.00416791,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_25_33
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_25_33
Thu Feb 19 15:25:33 UTC 2015 coinbase btc 238.85 USD 0.00420559 0.00416791 { feed : coinbase - price : 238.85}  { feed : bitcoinaverage - price : 238.7}  { feed : blockchain - price : 238.94}  { feed : btce - price : 233.94}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_25_33
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_27_34
 Sell Price 0.00421247
Buy Price  0.00417473,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_27_34
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_27_34
Thu Feb 19 15:27:34 UTC 2015 coinbase btc 238.46 USD 0.00421247 0.00417473 { feed : coinbase - price : 238.46}  { feed : bitcoinaverage - price : 238.48}  { feed : blockchain - price : 238.22}  { feed : btce - price : 232.913}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_27_34
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_27_50
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_28_35
 Sell Price 0.00420137
Buy Price  0.00416372,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_28_35
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_28_35
Thu Feb 19 15:28:35 UTC 2015 coinbase btc 239.09 USD 0.00420137 0.00416372 { feed : coinbase - price : 239.09}  { feed : bitcoinaverage - price : 238.26}  { feed : blockchain - price : 238.22}  { feed : btce - price : 233.925}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_28_35
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_30_38
 Sell Price 0.00420858
Buy Price  0.00417088,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_30_38
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_30_38
Thu Feb 19 15:30:38 UTC 2015 coinbase btc 238.68 USD 0.00420858 0.00417088 { feed : coinbase - price : 238.68}  { feed : bitcoinaverage - price : 238.52}  { feed : blockchain - price : 238.85}  { feed : btce - price : 233.925}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_30_38
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_30_54
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_31_39
 Sell Price 0.00420154
Buy Price  0.0041639,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_31_39
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_31_39
Thu Feb 19 15:31:39 UTC 2015 coinbase btc 239.08 USD 0.00420154 0.0041639 { feed : coinbase - price : 239.08}  { feed : bitcoinaverage - price : 238.68}  { feed : blockchain - price : 238.85}  { feed : btce - price : 233.925}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_31_39
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_33_52
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_35_42
 Sell Price 0.00421335
Buy Price  0.0041756,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_35_42
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_35_42
Thu Feb 19 15:35:42 UTC 2015 coinbase btc 238.41 USD 0.00421335 0.0041756 { feed : coinbase - price : 238.41}  { feed : bitcoinaverage - price : 238.96}  { feed : blockchain - price : 238.51}  { feed : btce - price : 233.998}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_35_42
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_36_45
 Sell Price 0.00420541
Buy Price  0.00416773,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_36_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_36_45
Thu Feb 19 15:36:45 UTC 2015 coinbase btc 238.86 USD 0.00420541 0.00416773 { feed : coinbase - price : 238.86}  { feed : bitcoinaverage - price : 239.12}  { feed : blockchain - price : 239.3}  { feed : btce - price : 233.998}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_36_45
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_36_53
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_37_45
 Sell Price 0.00421937
Buy Price  0.00418156,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_37_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_37_45
Thu Feb 19 15:37:45 UTC 2015 coinbase btc 238.07 USD 0.00421937 0.00418156 { feed : coinbase - price : 238.07}  { feed : bitcoinaverage - price : 239.07}  { feed : blockchain - price : 238.51}  { feed : btce - price : 233.94}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_37_45
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_38_45
 Sell Price 0.00420137
Buy Price  0.00416372,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_38_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_38_45
Thu Feb 19 15:38:45 UTC 2015 coinbase btc 239.09 USD 0.00420137 0.00416372 { feed : coinbase - price : 239.09}  { feed : bitcoinaverage - price : 239.13}  { feed : blockchain - price : 239.3}  { feed : btce - price : 233.999}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_38_45
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_39_54
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_41_48
 Sell Price 0.00420682
Buy Price  0.00416913,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_41_48
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_41_48
Thu Feb 19 15:41:48 UTC 2015 coinbase btc 238.78 USD 0.00420682 0.00416913 { feed : coinbase - price : 238.78}  { feed : bitcoinaverage - price : 239.06}  { feed : blockchain - price : 239.29}  { feed : btce - price : 234.14}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_41_48
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_42_49
 Sell Price 0.00419663
Buy Price  0.00415903,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_42_49
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_42_49
Thu Feb 19 15:42:49 UTC 2015 coinbase btc 239.36 USD 0.00419663 0.00415903 { feed : coinbase - price : 239.36}  { feed : bitcoinaverage - price : 239.1}  { feed : blockchain - price : 239.29}  { feed : btce - price : 234.095}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_42_49
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_42_55
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_43_53
 Sell Price 0.00420295
Buy Price  0.00416529,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_43_53
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_43_53
Thu Feb 19 15:43:53 UTC 2015 coinbase btc 239.0 USD 0.00420295 0.00416529 { feed : coinbase - price : 239.0}  { feed : bitcoinaverage - price : 238.91}  { feed : blockchain - price : 239.3}  { feed : btce - price : 234.118}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_43_53
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_44_50
 Sell Price 0.00419663
Buy Price  0.00415903,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_44_50
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_44_50
Thu Feb 19 15:44:50 UTC 2015 coinbase btc 239.36 USD 0.00419663 0.00415903 { feed : coinbase - price : 239.36}  { feed : bitcoinaverage - price : 238.98}  { feed : blockchain - price : 239.39}  { feed : btce - price : 234.13}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_44_50
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_45_52
 Sell Price 0.00420489
Buy Price  0.00416721,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_45_52
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_45_52
Thu Feb 19 15:45:52 UTC 2015 coinbase btc 238.89 USD 0.00420489 0.00416721 { feed : coinbase - price : 238.89}  { feed : bitcoinaverage - price : 239.08}  { feed : blockchain - price : 239.39}  { feed : btce - price : 234.118}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_45_52
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_45_56
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_46_53
 Sell Price 0.00419593
Buy Price  0.00415833,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_46_53
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_46_53
Thu Feb 19 15:46:53 UTC 2015 coinbase btc 239.4 USD 0.00419593 0.00415833 { feed : coinbase - price : 239.4}  { feed : bitcoinaverage - price : 239.0}  { feed : blockchain - price : 239.39}  { feed : btce - price : 234.118}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_46_53
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_15_47_54
 Sell Price 0.00420383
Buy Price  0.00416616,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_47_54
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_15_47_54
Thu Feb 19 15:47:54 UTC 2015 coinbase btc 238.95 USD 0.00420383 0.00416616 { feed : coinbase - price : 238.95}  { feed : bitcoinaverage - price : 238.94}  { feed : blockchain - price : 239.38}  { feed : btce - price : 234.136}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_15_47_54
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_48_57
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_51_58
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_54_59
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_15_58_00
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_00_06
 Sell Price 0.00421176
Buy Price  0.00417403,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_00_06
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_00_06
Thu Feb 19 16:00:06 UTC 2015 coinbase btc 238.5 USD 0.00421176 0.00417403 { feed : coinbase - price : 238.5}  { feed : bitcoinaverage - price : 238.57}  { feed : blockchain - price : 238.63}  { feed : btce - price : 234.37}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_00_06
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_01_01
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_01_08
 Sell Price 0.00420594
Buy Price  0.00416826,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_01_08
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_01_08
Thu Feb 19 16:01:08 UTC 2015 coinbase btc 238.83 USD 0.00420594 0.00416826 { feed : coinbase - price : 238.83}  { feed : bitcoinaverage - price : 238.5}  { feed : blockchain - price : 238.63}  { feed : btce - price : 234.37}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_01_08
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_03_09
 Sell Price 0.0041898
Buy Price  0.00415226,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_03_09
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_03_09
Thu Feb 19 16:03:09 UTC 2015 coinbase btc 239.75 USD 0.0041898 0.00415226 { feed : coinbase - price : 239.75}  { feed : bitcoinaverage - price : 238.42}  { feed : blockchain - price : 239.0}  { feed : btce - price : 234.38}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_03_09
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_04_02
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_04_11
 Sell Price 0.00420242
Buy Price  0.00416477,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_04_11
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_04_11
Thu Feb 19 16:04:11 UTC 2015 coinbase btc 239.03 USD 0.00420242 0.00416477 { feed : coinbase - price : 239.03}  { feed : bitcoinaverage - price : 238.55}  { feed : blockchain - price : 238.63}  { feed : btce - price : 234.22}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_04_11
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_07_03
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_08_14
 Sell Price 0.00419663
Buy Price  0.00415903,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_08_14
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_08_14
Thu Feb 19 16:08:14 UTC 2015 coinbase btc 239.36 USD 0.00419663 0.00415903 { feed : coinbase - price : 239.36}  { feed : bitcoinaverage - price : 238.85}  { feed : blockchain - price : 239.0}  { feed : btce - price : 234.22}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_08_14
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_10_04
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_12_19
 Sell Price 0.00418614
Buy Price  0.00414863,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_12_19
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_12_19
Thu Feb 19 16:12:19 UTC 2015 coinbase btc 239.96 USD 0.00418614 0.00414863 { feed : coinbase - price : 239.96}  { feed : bitcoinaverage - price : 239.11}  { feed : blockchain - price : 239.07}  { feed : btce - price : 234.095}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_12_19
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_13_05
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_13_20
 Sell Price 0.00419155
Buy Price  0.004154,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_13_20
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_13_20
Thu Feb 19 16:13:20 UTC 2015 coinbase btc 239.65 USD 0.00419155 0.004154 { feed : coinbase - price : 239.65}  { feed : bitcoinaverage - price : 239.06}  { feed : blockchain - price : 238.75}  { feed : btce - price : 234.095}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_13_20
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_16_06
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_17_23
 Sell Price 0.00419891
Buy Price  0.00416129,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_17_23
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_17_23
Thu Feb 19 16:17:23 UTC 2015 coinbase btc 239.23 USD 0.00419891 0.00416129 { feed : coinbase - price : 239.23}  { feed : bitcoinaverage - price : 238.9}  { feed : blockchain - price : 238.97}  { feed : btce - price : 234.22}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_17_23
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_19_07
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_22_08
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_23_29
 Sell Price 0.00420806
Buy Price  0.00417035,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_23_29
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_23_29
